Steps,array0,array1,array2
1,503,509,738
2,503,509,738
3,503,509,736
4,502,509,736
5,501,509,737
6,502,509,737
7,501,509,736
8,500,509,738
9,506,509,739
10,500,508,737
11,504,510,738
12,502,507,736
13,502,509,736
14,501,509,736
15,502,509,738
16,502,510,738
17,502,508,736
18,501,509,736
19,502,510,737
20,502,508,736
21,501,508,737
22,502,509,737
23,501,509,736
24,502,508,736
25,501,509,738
26,502,509,737
27,501,509,737
28,501,508,736
29,501,507,737
30,502,510,737
