Steps,array0
1,513
2,513
3,514
4,515
5,513
6,513
7,514
8,512
9,513
10,515
11,515
12,514
13,514
14,514
15,514
16,513
17,515
18,515
19,515
20,513
21,515
22,514
23,515
24,515
25,515
26,515
27,515
28,515
29,514
30,515
31,513
32,514
33,515
34,515
35,514
36,515
37,515
38,515
39,515
40,515
41,516
42,515
43,516
44,516
45,515
46,515
47,516
48,516
49,514
50,516
51,516
52,516
53,516
54,516
55,516
56,516
57,516
58,516
59,516
60,516
61,517
62,515
63,515
64,516
65,517
66,516
67,517
68,516
69,516
70,517
71,516
72,517
73,517
74,516
75,517
76,517
77,517
78,517
79,517
80,517
81,517
82,517
83,517
84,516
85,518
86,518
87,517
88,517
89,517
90,517
91,518
92,517
93,517
94,518
95,517
96,517
97,518
98,518
99,518
100,517
101,517
102,517
103,517
104,517
105,517
106,518
107,518
108,517
109,518
110,518
111,517
112,518
113,518
114,518
115,518
116,518
117,519
118,517
119,518
120,518
121,517
122,518
123,518
124,518
125,518
126,518
127,518
128,518
129,518
130,519
131,518
132,518
133,518
134,518
135,519
136,519
137,517
138,518
139,519
140,518
141,518
142,518
143,519
144,518
145,518
146,519
147,519
148,519
149,518
150,519
151,519
152,519
153,519
154,518
155,519
156,518
157,519
158,519
159,519
160,518
161,519
162,519
163,518
164,519
165,519
166,519
167,520
168,519
169,519
170,519
171,519
172,519
173,519
174,519
175,519
176,518
177,520
178,519
179,519
180,520
181,519
182,520
183,520
184,520
185,520
186,520
