Steps,array0
1,457
2,455
3,456
4,456
5,455
6,454
7,459
8,456
9,456
10,455
11,457
12,457
13,455
14,458
15,456
16,456
17,457
18,456
19,457
20,458
21,464
22,457
23,455
24,456
25,457
26,455
27,458
28,456
29,456
30,459
31,458
32,456
33,457
34,457
35,458
36,458
37,456
38,458
39,458
40,457
41,458
42,459
43,459
44,459
45,459
46,459
47,459
48,459
49,458
50,459
51,460
52,458
53,459
54,459
55,459
56,460
57,459
58,460
59,460
60,459
61,460
62,460
63,460
64,460
65,460
66,459
67,460
68,462
69,460
70,458
71,460
72,459
73,459
74,460
75,460
76,460
77,460
78,460
79,460
80,460
81,460
82,461
83,460
84,460
85,460
86,460
87,461
88,460
89,460
90,460
91,461
92,462
93,461
94,460
95,461
96,461
97,461
98,462
99,461
100,461
101,462
102,461
103,462
104,461
105,462
106,461
107,462
108,462
109,462
110,462
111,461
112,462
113,462
114,462
115,463
116,461
117,463
118,463
119,461
120,463
121,462
122,462
123,462
124,461
125,463
126,462
127,462
128,463
129,461
130,462
131,462
132,461
133,463
134,462
135,463
136,463
137,463
138,463
139,463
140,463
141,463
142,464
143,463
144,463
145,462
146,464
147,461
148,462
149,462
150,464
151,463
152,461
