Steps,array0
1,537
2,536
3,539
4,540
5,543
6,540
7,540
8,540
9,540
10,600
11,606
12,537
13,536
14,536
15,537
16,537
17,537
18,536
19,536
20,532
21,534
22,534
23,533
24,533
25,533
26,533
27,531
28,599
29,533
30,534
31,533
32,532
33,542
34,537
35,536
36,537
37,534
38,533
39,597
40,533
41,537
42,536
43,533
44,537
45,603
46,533
47,533
48,532
49,532
50,532
51,534
52,534
53,533
54,532
55,532
56,593
57,535
58,534
59,534
60,532
61,533
62,599
63,535
64,529
65,532
66,534
67,530
68,534
69,533
70,533
71,529
72,529
73,530
74,530
75,530
76,529
77,529
78,529
79,595
80,530
81,529
82,529
83,529
84,528
85,592
86,529
87,529
88,530
89,530
90,527
91,594
92,529
93,533
94,532
95,530
96,530
97,530
98,529
99,529
100,529
101,528
102,592
103,530
104,529
105,529
106,529
107,527
108,530
109,530
110,530
111,530
112,528
113,527
114,530
115,530
116,530
117,530
118,528
119,590
120,530
121,529
122,529
123,529
124,530
125,530
126,529
127,530
128,529
129,529
130,527
131,531
132,530
133,529
134,529
135,528
136,528
137,530
138,530
139,529
140,529
141,528
142,589
143,529
144,529
145,529
146,529
147,530
148,589
149,529
150,532
151,532
