Steps,array0
1,529
2,530
3,529
4,528
5,595
6,530
7,529
8,529
9,528
10,528
11,527
12,527
13,525
14,529
15,529
16,533
17,529
18,530
19,530
20,528
21,529
22,594
23,530
24,530
25,529
26,528
27,528
28,592
29,529
30,529
31,529
32,527
33,530
34,530
35,529
36,529
37,529
38,529
39,530
40,530
41,530
42,529
43,529
44,530
45,531
46,529
47,529
48,529
49,530
50,527
51,530
52,530
53,529
54,528
55,530
56,530
57,529
58,529
59,529
60,529
61,529
62,590
63,529
64,529
65,529
66,529
67,530
68,581
69,530
70,530
71,530
72,526
73,527
74,531
75,529
76,530
77,530
78,529
79,590
80,526
81,529
82,529
83,529
84,528
85,527
86,526
87,529
88,529
89,529
90,589
91,530
92,530
93,530
94,529
95,528
96,590
97,595
98,526
99,525
100,525
101,525
102,590
103,527
104,526
105,526
106,527
107,526
108,526
109,526
110,526
111,526
112,526
113,527
114,527
115,526
116,522
117,525
118,524
119,524
120,526
121,526
122,525
123,524
124,525
125,590
126,526
127,526
128,527
129,526
130,526
131,591
132,526
133,526
134,526
135,527
136,527
137,527
138,526
139,526
140,525
141,525
142,591
143,526
144,526
145,525
146,525
147,526
148,530
149,526
150,527
151,527
152,525
153,524
154,531
155,529
156,525
157,527
158,525
159,594
160,529
161,529
162,529
163,529
164,529
165,530
166,530
167,529
168,529
169,528
170,530
171,531
172,530
173,529
174,529
175,528
