Steps,array0
1,526
2,527
3,587
4,526
5,526
6,525
7,526
8,588
9,527
10,525
11,526
12,526
13,525
14,586
15,527
16,526
17,527
18,527
19,526
20,585
21,526
22,526
23,526
24,526
25,523
26,527
27,526
28,526
29,525
30,524
31,590
32,529
33,530
34,529
35,525
36,524
37,586
38,530
39,530
40,530
41,528
42,530
43,583
44,529
45,529
46,529
47,529
48,589
49,594
50,530
51,529
52,529
53,527
54,594
55,530
56,530
57,529
58,529
59,528
60,594
61,530
62,529
63,532
64,532
65,551
66,533
67,533
68,532
69,532
70,534
71,532
72,534
73,533
74,533
75,534
76,534
77,533
78,533
79,533
80,532
81,532
82,531
83,598
84,533
85,533
86,529
87,528
88,527
89,530
90,529
91,530
92,530
93,529
94,528
95,530
96,530
97,529
98,529
99,534
100,594
101,533
102,533
103,533
104,533
105,530
106,533
107,533
108,533
109,533
110,532
111,531
112,534
113,534
114,533
115,533
116,532
117,593
118,589
119,537
120,533
121,532
122,533
123,535
124,533
125,533
126,532
127,532
128,534
129,534
130,533
131,533
132,536
133,536
134,537
135,537
136,537
137,536
138,535
139,534
140,537
141,538
142,536
143,537
144,536
145,534
146,598
147,536
148,537
149,537
150,536
151,537
152,602
153,537
154,536
155,536
156,535
157,537
158,538
159,536
160,536
161,536
162,536
163,600
164,537
165,533
166,533
167,532
168,535
