Steps,array0
1,58
2,84
3,84
4,85
5,83
6,127
7,88
8,88
9,88
10,92
11,90
12,88
13,88
14,92
15,88
16,88
17,131
18,89
19,88
20,88
21,93
22,89
23,62
24,88
25,92
26,88
27,87
28,127
29,93
30,93
31,84
32,88
33,88
34,88
35,88
36,88
37,88
38,88
39,88
40,84
41,88
42,88
43,84
44,80
45,86
46,84
47,84
48,85
49,92
50,127
51,124
52,84
53,84
54,84
55,84
56,84
57,64
58,84
59,84
60,84
61,84
62,85
63,83
64,88
65,88
66,88
67,89
68,92
69,88
70,93
71,88
72,87
73,120
74,88
75,88
76,88
77,84
78,84
79,58
80,84
81,84
82,83
83,83
84,127
85,88
86,84
87,84
88,84
89,86
90,125
91,84
92,85
93,84
94,84
95,121
96,84
97,84
98,84
99,83
100,84
101,57
102,84
103,84
104,84
105,84
106,84
107,85
108,88
109,88
110,87
111,87
112,127
113,88
114,88
115,88
116,92
117,88
118,127
119,88
120,88
121,88
122,87
123,125
124,88
125,88
126,88
127,93
128,94
129,93
130,93
131,88
132,88
133,83
134,127
135,89
136,88
137,88
138,83
139,83
140,127
141,88
142,88
143,88
144,83
145,84
146,125
147,93
148,88
149,84
150,89
151,148
152,93
153,88
154,93
155,93
156,143
157,67
158,88
159,93
160,93
161,93
162,153
163,64
164,88
165,88
166,89
167,87
168,64
169,88
170,88
171,93
172,93
173,90
174,88
175,88
176,88
177,88
178,92
179,129
180,88
181,89
182,88
183,87
184,87
185,62
186,88
187,94
188,88
189,88
190,127
191,88
192,88
