Steps,array0
1,950
2,949
3,949
4,950
5,950
6,949
7,949
8,949
9,950
10,949
11,949
12,949
13,949
14,949
15,949
16,949
17,949
18,949
19,949
20,949
21,949
22,949
23,949
24,949
25,949
26,949
27,949
28,949
29,949
30,949
31,949
32,949
33,949
34,949
35,949
36,949
37,949
38,949
39,949
40,949
41,949
42,949
43,949
44,949
45,949
46,949
47,949
48,949
49,949
50,949
51,949
52,949
53,948
54,948
55,949
56,949
57,948
58,948
59,948
60,948
61,948
62,948
63,948
64,948
65,948
66,948
67,948
68,948
69,948
70,948
71,948
72,948
73,948
74,948
75,948
76,948
77,948
78,949
79,948
80,948
81,948
82,948
83,948
84,948
85,948
86,948
87,948
88,948
89,948
90,948
91,948
92,948
93,948
94,948
95,948
96,948
97,948
98,948
99,948
100,948
101,948
102,948
103,948
104,948
105,948
106,948
107,948
108,948
109,948
110,948
111,948
112,948
113,948
114,948
115,948
116,948
117,948
118,948
119,948
120,948
121,948
122,948
123,948
124,948
125,948
126,948
127,948
128,948
129,948
130,948
131,948
132,948
133,948
134,948
135,948
136,948
137,948
138,948
139,948
140,948
141,948
142,948
143,948
144,948
145,948
146,947
147,948
148,948
149,948
150,947
151,948
152,948
153,948
154,947
155,947
156,948
157,948
158,947
159,947
160,947
161,947
162,948
163,948
164,948
165,947
166,947
167,948
168,948
169,947
170,948
171,947
172,948
173,947
174,948
175,947
176,947
177,948
178,948
179,948
180,947
181,947
182,948
183,948
184,948
185,948
186,947
187,947
188,948
189,948
190,948
