Steps,array0
1,627
2,625
3,626
4,625
5,622
6,623
7,624
8,625
9,625
10,627
11,627
12,623
13,622
14,618
15,617
16,618
17,624
18,626
19,625
20,624
21,623
22,623
23,622
24,622
25,621
26,616
27,610
28,609
29,613
30,616
31,622
32,620
33,619
34,620
35,626
36,628
37,628
38,630
39,635
40,638
41,637
42,634
43,633
44,635
45,638
46,638
47,631
48,627
49,628
50,632
51,627
52,626
53,628
54,627
55,623
56,616
57,612
58,611
59,611
60,610
61,609
62,609
63,609
64,607
65,607
66,606
67,606
68,607
69,607
70,607
71,609
72,611
73,611
74,611
75,611
76,611
77,609
78,608
79,609
80,609
81,609
82,610
83,611
84,610
85,610
86,610
87,614
88,616
89,616
90,616
91,616
92,615
93,613
94,611
95,612
96,613
97,613
98,613
99,612
100,612
101,612
102,613
103,614
104,613
105,611
106,609
107,610
108,610
109,609
110,607
111,607
112,607
113,607
114,606
115,605
116,606
117,611
118,620
119,623
120,625
121,625
122,627
123,630
124,633
125,634
126,635
127,634
128,633
129,631
130,629
131,628
132,624
133,623
134,622
135,622
136,625
137,625
138,625
139,621
140,622
141,624
142,627
143,626
144,624
145,624
146,624
147,621
148,618
149,618
150,618
151,618
152,618
153,620
154,619
155,618
156,618
157,617
158,617
159,616
160,615
161,614
162,613
163,613
164,613
165,614
166,615
167,614
168,613
169,611
170,611
171,610
172,611
173,613
174,613
175,613
176,612
177,611
178,610
179,611
180,611
181,612
182,613
183,613
184,612
185,612
186,612
187,612
188,612
189,613
190,613
191,614
192,613
193,612
194,612
195,611
196,611
197,611
198,611
199,611
200,611
201,611
202,611
203,610
204,610
205,611
206,612
207,612
208,612
209,615
210,616
211,617
212,616
213,615
214,614
215,613
216,614
217,615
