Steps,array0,array1,array2
1,249,377,283
2,249,377,283
3,249,377,283
4,249,377,283
5,249,377,283
6,251,377,283
7,251,377,283
8,256,377,283
9,272,377,283
10,305,371,278
11,352,362,272
12,404,362,272
13,460,371,278
14,510,386,289
15,534,394,296
16,534,394,296
17,534,394,296
18,534,394,296
19,534,394,296
20,534,394,296
21,534,394,296
22,534,394,296
23,534,394,296
24,534,394,296
25,534,394,296
26,534,394,296
