Steps,array0
1,398
2,398
3,452
4,398
5,399
6,398
7,398
8,397
9,445
10,398
11,399
12,399
13,399
14,398
15,447
16,399
17,399
18,398
19,403
20,401
21,446
22,402
23,402
24,402
25,398
26,398
27,399
28,399
29,398
30,398
31,398
32,395
33,444
34,396
35,395
36,391
37,391
38,394
39,447
40,395
41,395
42,395
43,394
44,394
45,447
46,394
47,395
48,395
49,396
50,396
51,447
52,395
53,395
54,395
55,394
56,395
57,447
58,395
59,395
60,395
61,394
62,394
63,451
64,398
65,399
66,398
67,401
68,401
69,455
70,403
71,403
72,402
73,402
74,401
75,401
76,400
77,406
78,405
79,409
80,408
81,462
82,410
83,410
84,410
85,410
86,411
87,410
88,406
89,406
90,406
91,405
92,406
93,458
94,406
95,406
96,406
97,401
98,401
99,407
100,400
101,406
102,407
103,406
104,404
105,455
106,403
107,403
108,402
109,402
110,401
111,455
112,403
113,399
114,398
115,398
116,397
117,399
118,392
119,399
120,398
121,398
122,398
123,399
124,399
125,398
126,402
127,402
128,401
129,453
130,396
131,402
132,402
133,402
134,402
135,437
136,402
137,403
138,403
139,403
140,401
141,454
142,396
143,402
144,402
145,402
146,402
