Steps,array0
1,190
2,189
3,189
4,171
5,191
6,190
7,190
8,190
9,189
10,184
11,191
12,190
13,190
14,190
15,191
16,195
17,191
18,190
19,190
20,191
21,191
22,191
23,190
24,190
25,190
26,190
27,189
28,171
29,190
30,191
31,190
32,189
33,242
34,190
35,190
36,191
37,191
38,190
39,190
40,184
41,191
42,190
43,190
44,190
45,241
46,190
47,190
48,190
49,190
50,189
51,191
52,191
53,190
54,190
55,190
56,190
57,190
58,191
59,191
60,190
61,189
62,190
63,225
64,188
65,190
66,190
67,191
68,191
69,239
70,190
71,190
72,190
73,191
74,190
75,226
76,190
77,190
78,190
79,190
80,191
81,191
82,190
83,190
84,190
85,190
86,191
87,204
88,191
89,191
90,190
91,190
92,191
93,176
94,191
95,191
96,191
97,190
98,189
99,171
100,190
101,190
102,191
103,190
104,242
105,188
106,190
107,190
108,190
109,191
110,191
111,190
112,190
113,190
114,190
115,190
116,190
117,191
118,190
119,190
120,190
121,190
122,191
123,171
124,191
125,190
126,190
127,189
128,242
129,190
130,191
131,190
132,191
133,190
134,190
135,188
136,191
137,190
138,191
139,190
140,242
141,190
142,190
143,190
144,190
