Steps,array0
1,93
2,93
3,93
4,127
5,68
6,93
7,93
8,93
9,93
10,93
11,93
12,93
13,92
14,93
15,92
16,123
17,93
18,93
19,93
20,93
21,92
22,120
23,93
24,93
25,93
26,93
27,92
28,122
29,93
30,93
31,93
32,92
33,92
34,67
35,93
36,93
37,93
38,92
39,93
40,93
41,93
42,93
43,93
44,93
45,93
46,93
47,93
48,93
49,93
50,93
51,93
52,92
53,93
54,93
55,93
56,92
57,92
58,67
59,93
60,93
61,93
62,93
63,92
64,80
65,93
66,93
67,94
68,93
69,94
70,68
71,93
72,93
73,93
74,92
75,93
76,92
77,93
78,93
79,93
80,93
81,94
82,93
83,93
84,93
85,93
86,93
87,127
88,93
89,93
90,93
91,93
92,92
93,92
94,67
95,93
96,93
97,93
98,93
99,93
100,92
101,93
102,93
103,93
104,93
105,94
106,80
107,93
108,93
109,92
110,93
111,145
112,93
113,93
114,93
115,93
116,93
117,97
118,80
119,93
120,93
121,93
122,93
123,127
124,93
125,93
126,93
127,92
128,93
129,93
130,68
131,93
132,93
133,93
134,92
135,93
136,93
137,93
138,93
139,93
140,92
141,94
142,80
143,93
144,93
145,93
146,92
147,127
148,93
149,93
150,93
151,93
152,93
153,123
154,92
155,93
156,93
157,93
158,93
159,127
160,93
161,94
162,93
163,92
164,91
165,123
166,93
167,93
168,92
169,92
170,92
171,67
172,93
173,93
