Steps,array0
1,886
2,886
3,886
4,886
5,886
6,886
7,886
8,886
9,886
10,886
11,886
12,886
13,886
14,887
15,886
16,887
17,886
18,886
19,886
20,885
21,886
22,886
23,886
24,887
25,887
26,887
27,887
28,887
29,887
30,887
31,886
32,887
33,886
34,887
35,887
36,887
37,887
38,886
39,887
40,887
41,887
42,887
43,887
44,887
45,887
46,887
47,887
48,887
49,887
50,887
51,887
52,887
53,887
54,887
55,887
56,887
57,887
58,887
59,887
60,887
61,887
62,887
63,887
64,887
65,887
66,887
67,887
68,887
69,887
70,887
71,887
72,887
73,887
74,887
75,887
76,887
77,887
78,887
79,886
80,887
81,887
82,887
83,887
84,887
85,887
86,886
87,887
88,887
89,887
90,886
91,887
92,887
93,887
94,887
95,887
96,887
97,887
98,887
99,887
100,887
101,887
102,887
103,886
104,885
105,885
106,885
107,885
108,886
109,886
110,886
111,886
112,887
113,887
114,887
115,887
116,887
117,887
118,887
119,887
120,887
121,887
122,887
123,887
124,887
125,887
126,887
127,887
128,887
129,887
130,887
131,887
132,887
133,887
134,887
135,887
136,887
137,887
138,887
139,887
140,887
141,887
142,887
143,887
144,887
145,887
146,887
147,887
148,887
149,887
150,887
151,887
152,887
153,887
154,887
155,886
156,887
157,887
158,886
159,886
160,885
161,877
162,875
163,867
164,858
165,846
166,833
167,797
168,791
169,763
170,716
171,699
172,674
173,653
174,644
175,627
176,609
177,592
178,584
179,581
180,579
181,576
182,571
183,568
184,565
185,563
186,562
187,559
188,560
189,561
190,564
191,566
192,569
193,570
194,571
195,571
196,572
197,574
198,574
199,576
200,577
201,578
202,581
203,585
204,587
205,588
206,590
207,593
208,595
209,600
210,604
211,606
212,611
213,611
214,611
215,611
216,612
217,615
218,620
219,624
220,627
221,630
222,630
223,629
224,626
225,625
226,621
227,620
228,619
229,619
230,620
231,621
232,621
233,622
234,623
235,621
236,618
237,617
238,614
239,612
240,612
241,611
242,610
243,610
244,611
245,612
246,611
247,610
248,609
249,606
250,604
251,602
252,602
253,601
254,600
255,597
256,596
257,596
258,598
259,599
260,600
261,601
262,601
263,600
264,598
265,597
266,594
267,592
268,591
269,590
270,590
271,591
272,593
273,595
274,595
275,599
276,604
277,606
278,612
279,615
280,616
281,614
282,613
283,609
284,606
285,604
286,604
287,605
288,606
289,606
290,606
291,607
292,606
293,606
294,609
295,611
296,611
297,609
298,609
299,609
300,610
301,610
302,610
303,609
304,608
305,608
306,608
307,608
308,607
309,606
310,607
311,608
312,607
313,603
314,600
315,597
316,595
317,591
318,589
319,589
320,588
321,590
322,591
323,593
324,595
325,595
326,593
327,591
328,591
329,591
330,592
331,593
332,593
333,593
334,592
335,590
336,588
337,589
338,590
339,590
340,591
341,592
342,595
343,596
344,598
345,599
346,602
347,602
348,601
349,599
350,596
351,596
352,596
353,598
354,600
355,599
356,598
357,600
358,600
359,602
360,602
361,600
362,595
363,589
364,588
365,590
366,592
367,593
368,596
369,603
370,606
371,606
372,600
373,599
374,599
375,599
376,597
377,590
378,589
379,589
380,593
381,626
382,656
383,730
384,789
385,810
386,832
387,864
388,871
389,874
390,885
391,885
392,884
393,883
394,883
395,882
396,881
397,880
398,879
399,879
400,878
401,877
402,877
403,876
404,876
405,876
406,876
407,877
408,877
409,878
410,879
411,883
412,886
413,886
414,886
415,886
416,887
417,886
418,886
419,886
420,886
421,886
422,886
423,885
424,886
425,885
426,885
427,882
428,879
429,877
430,877
431,879
432,875
433,877
434,879
435,883
436,883
437,882
438,881
439,882
440,879
441,874
442,871
443,856
444,846
445,846
446,842
447,844
448,850
449,864
450,868
451,868
452,862
453,860
454,862
455,862
456,861
457,859
458,856
459,850
460,849
461,847
462,851
463,852
464,860
465,865
466,865
467,869
468,873
469,873
470,876
471,881
472,879
473,877
474,878
475,878
476,879
477,878
478,878
479,879
480,880
481,881
482,882
483,882
484,881
485,881
486,882
487,883
488,884
489,886
490,886
491,886
492,887
493,887
494,886
495,885
496,885
497,885
498,886
499,887
500,889
501,887
502,886
503,882
504,877
505,877
506,877
507,877
508,876
509,876
510,876
511,876
512,876
513,859
514,857
515,845
516,815
517,794
518,725
519,591
520,561
521,535
522,519
523,512
524,492
525,477
526,470
527,459
528,448
529,442
530,434
531,428
532,426
533,420
534,407
535,403
536,394
537,390
538,377
539,358
540,332
541,316
542,306
543,288
544,289
545,282
546,276
547,275
548,277
549,272
550,267
551,255
552,241
553,236
554,228
555,223
556,221
557,218
558,213
559,212
560,210
561,206
562,205
563,202
564,201
565,200
566,198
567,194
568,193
569,192
570,191
571,190
572,188
573,187
574,187
575,185
576,184
577,184
578,183
579,182
580,181
581,181
582,180
583,180
584,179
585,179
586,178
587,177
588,175
589,174
590,172
591,171
592,169
593,168
594,165
595,164
596,162
597,160
598,160
599,159
600,159
601,158
602,158
603,158
604,158
605,158
606,159
607,159
608,159
609,160
610,161
611,161
612,161
613,162
614,162
615,162
616,162
617,161
618,161
619,161
620,161
621,161
622,161
623,162
624,162
625,162
626,163
627,162
628,162
629,162
630,162
631,162
632,162
633,162
634,162
635,162
636,162
637,161
638,162
639,163
640,163
641,163
642,163
643,164
644,164
645,164
646,165
647,165
648,165
649,165
650,166
651,165
652,166
653,166
654,165
655,166
656,166
657,165
658,165
659,166
660,165
661,165
662,165
663,166
664,165
665,165
666,165
667,165
668,166
669,165
670,166
671,166
672,166
673,166
674,166
675,167
676,167
677,167
678,167
679,167
680,167
681,168
682,167
683,168
684,168
685,168
686,167
687,167
688,167
689,168
690,167
691,167
692,167
693,167
694,167
695,167
696,167
697,167
698,166
699,166
700,165
701,166
702,165
703,165
704,164
705,164
706,164
707,164
708,165
709,165
710,165
711,164
712,164
713,164
714,164
715,163
716,164
717,163
718,163
719,163
720,163
721,163
722,163
723,162
724,162
725,162
726,161
727,161
