Steps,array0
1,120
2,120
3,120
4,120
5,120
6,120
7,120
8,120
9,120
10,120
11,120
12,120
13,120
14,120
15,120
16,120
17,120
18,120
19,121
20,120
21,120
22,120
23,120
24,120
25,120
26,120
27,120
28,120
29,120
30,120
31,120
32,120
33,120
34,120
35,120
36,120
37,120
38,120
39,120
40,120
41,121
42,120
43,120
44,120
45,121
46,120
47,120
48,120
49,120
50,120
51,120
52,120
53,120
54,120
55,120
56,120
57,120
58,120
59,120
60,120
61,120
62,120
63,120
64,120
65,120
66,121
67,121
68,121
69,121
70,121
71,124
72,124
73,125
74,128
75,136
76,142
77,153
78,157
79,160
80,170
81,189
82,196
83,210
84,238
85,249
86,264
87,270
88,283
89,295
90,301
91,312
92,317
93,321
94,324
95,332
96,342
97,359
98,373
99,375
100,371
101,363
102,361
103,363
104,370
105,376
106,378
107,381
108,379
109,376
110,373
111,371
112,370
113,371
114,375
115,378
116,383
117,390
118,393
119,395
120,394
121,393
122,394
123,396
124,397
125,398
126,399
127,399
128,400
129,401
130,401
131,402
132,403
133,402
134,402
135,401
136,401
137,401
138,401
139,401
140,401
141,401
142,402
143,402
144,403
145,404
146,404
147,404
148,404
149,404
150,404
151,404
152,404
153,404
154,404
155,405
156,407
157,408
158,408
159,409
160,410
161,411
162,410
163,409
164,405
165,402
166,402
167,403
168,404
169,404
170,404
171,404
172,404
173,403
174,403
175,403
176,404
177,406
178,406
179,406
180,406
181,405
182,404
183,404
184,403
185,403
186,401
187,399
188,399
189,402
190,403
191,402
192,401
193,401
194,400
195,401
196,400
197,400
198,399
199,399
200,400
201,401
202,401
203,400
204,401
205,401
206,401
207,401
208,402
209,402
210,403
211,402
212,401
213,401
214,402
215,403
216,405
217,406
218,406
219,407
220,407
221,406
222,406
223,406
224,406
225,405
226,405
227,405
228,405
229,405
230,405
231,404
232,403
233,403
234,402
235,402
236,402
237,403
238,403
239,403
240,403
241,404
242,404
243,404
244,404
245,405
246,405
247,406
248,406
249,404
250,404
251,404
252,405
253,406
254,406
255,406
256,405
257,405
258,405
259,406
260,407
261,406
262,405
263,405
264,405
265,406
266,406
267,406
268,407
269,407
270,406
271,406
272,406
273,406
274,405
275,406
276,405
277,405
278,405
279,406
280,405
281,404
282,404
283,404
284,405
285,406
286,406
287,406
288,406
289,405
290,405
291,404
292,403
293,403
294,403
295,402
296,402
297,401
298,402
299,404
300,404
301,403
302,402
303,403
304,403
305,404
306,404
307,404
308,404
309,404
310,404
311,403
312,402
313,401
314,402
315,403
316,403
317,403
318,403
319,403
320,401
321,401
322,400
323,401
324,401
325,401
326,402
327,402
328,402
329,402
330,402
331,403
332,403
333,403
334,403
335,403
336,403
337,403
338,404
339,404
340,405
341,404
342,402
343,385
344,333
345,308
346,226
347,169
348,162
349,128
350,125
351,121
352,121
353,120
354,120
355,121
356,121
357,121
358,121
359,121
360,120
361,121
362,121
363,120
364,121
365,121
366,121
367,121
368,120
369,121
370,121
371,121
372,121
373,121
374,121
375,121
376,121
377,121
378,120
379,120
380,120
381,121
382,121
383,120
384,121
385,121
386,120
387,121
388,121
389,121
390,120
391,121
392,121
393,121
